business,category,niche(s),score,tier,tier_label,score_web_opportunity,score_budget,score_niche_fit,score_reachability,score_reputation,score_operational,has_website,website,phone,rating,review_count,primary_type,maps_url,address,status
MORE beach restaurant,Hospitality,restaurant,80,A,Hot,45,100,100,100,72,100,yes,https://www.facebook.com/MORE.beach.restaurant,088 460 6090,4.3,1049,restaurant,https://maps.google.com/?cid=16471327710240483861&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Св. св. Константин и Елена, Св. Св. Константин И ЕленаПриморски, 9006 Варна",OPERATIONAL
Бай Бисер,Hospitality,restaurant,80,A,Hot,45,100,100,100,72,100,yes,http://www.baibiser.bg/,088 883 7975,4.3,1009,bakery,https://maps.google.com/?cid=7482500069684453226&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"улица „Вяра, Южно от, блок 140, ВладиславовоМладост, ж.к. Младост II 9020, 9020 Варна",OPERATIONAL
Ресторант „Стефания“,Hospitality,restaurant,80,A,Hot,45,100,100,100,80,100,yes,https://stefania.bg/,089 786 0710,4.5,947,ukrainian_restaurant,https://maps.google.com/?cid=3330888171089816298&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"СалтанатПриморски, бул. „Княз Борис I-ви“ 126, 9010 Варна",OPERATIONAL
Фратели - Трошево,Hospitality,restaurant,80,A,Hot,45,100,100,100,76,100,yes,http://fratelli.bg/,087 733 1918,4.4,946,restaurant,https://maps.google.com/?cid=13782486322422487142&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ж.к. ТрошевоМладост, ул. „Младежка“ 48, 9009 Варна",OPERATIONAL
AMIRAL Hotel,Hospitality,lodging,80,A,Hot,45,100,100,100,80,100,yes,http://www.myamiralhotel.com/,052 389 789,4.5,882,hotel,https://maps.google.com/?cid=15032990536515281105&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ж.к. ЧайкаПриморски, ж.к. Чайка 190, 9005 Варна",OPERATIONAL
Морски дракон,Hospitality,restaurant,80,A,Hot,45,100,100,100,72,100,yes,https://bmrestaurants.com/%D1%80%D0%B5%D1%81%D1%82%D0%BE%D1%80%D0%B0%D0%BD%D1%82-%D0%BC%D0%BE%D1%80%D1%81%D0%BA%D0%B8-%D0%B4%D1%80%D0%B0%D0%BA%D0%BE%D0%BD/,088 725 7926,4.3,857,restaurant,https://maps.google.com/?cid=5092973229410088748&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Златни Пясъци, к-с Чайка,местност Кабакум, ЧайкаПриморски, 9007 Варна",OPERATIONAL
Ла Каза,Hospitality,restaurant,80,A,Hot,45,100,100,100,80,100,yes,http://www.complexlacasa.com/,089 784 8440,4.5,812,italian_restaurant,https://maps.google.com/?cid=17390437651541135514&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ТракатаПриморски, ул. „30-та“ 11, 9006 Варна",OPERATIONAL
Гостилница „Чучура“,Hospitality,restaurant,80,A,Hot,45,100,100,100,76,100,yes,https://www.facebook.com/gostilnicachuchura/,087 684 8918,4.4,795,restaurant,https://maps.google.com/?cid=11650752892445523206&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Драгоман“ 11, 9000 Варна",OPERATIONAL
Forest Food House,Hospitality,restaurant,80,A,Hot,45,100,100,100,80,100,yes,http://forestfoodhouse.bg/,089 633 6799,4.5,788,restaurant,https://maps.google.com/?cid=10085854158350143365&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"902, АкчеларПриморски, 9022 Варна",OPERATIONAL
Ресторант Градската Къща,Hospitality,restaurant,80,A,Hot,45,100,100,100,76,100,yes,https://gradskata-kashta.zdravoslovno-hranene-varna.com/,089 524 1090,4.4,780,restaurant,https://maps.google.com/?cid=15261833792345791824&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Драгоман“ 18, 9000 Варна",OPERATIONAL
Куатро,Hospitality,restaurant,80,A,Hot,45,100,100,100,72,100,yes,https://www.facebook.com/bar.quattro,052 979 608,4.3,755,bar,https://maps.google.com/?cid=7568572604414368248&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Северна промишлена зонаМладост, ул. „Тролейна“ 48, 9009 Варна",OPERATIONAL
Нутрио бар,Hospitality,restaurant,80,A,Hot,45,100,100,100,80,100,yes,https://www.nutrio.bar/?utm_source=GBP.website&utm_medium=GBP&utm_campaign=fd10990-website,0700 50 012,4.5,748,fast_food_restaurant,https://maps.google.com/?cid=5523289164975332802&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ЛевскиПриморски, ул. „Дубровник“ 54, 9010 Варна",OPERATIONAL
Ресторант „Буната“,Hospitality,restaurant,80,A,Hot,45,100,100,100,76,100,yes,https://bunatavarna.com/,088 487 0791,4.4,743,mediterranean_restaurant,https://maps.google.com/?cid=6383126419336334908&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърПриморски, ул. „Брегалница“ 1, 9000 Варна",OPERATIONAL
Петте кьошета 3,Hospitality,restaurant,80,A,Hot,45,100,100,100,76,100,yes,http://www.niksfood.com/,087 931 3176,4.4,711,restaurant,https://maps.google.com/?cid=14091059511997429168&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Македония“ 44, 9002 Варна",OPERATIONAL
So Fresh Sevastopol,Hospitality,restaurant,80,A,Hot,45,100,100,100,80,100,yes,http://www.sofresh.bg/,087 927 7266,4.5,698,restaurant,https://maps.google.com/?cid=13469870461964494445&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, бул. „Сливница“ 16, 9002 Варна",OPERATIONAL
Веранда,Hospitality,restaurant,80,A,Hot,45,100,100,100,80,100,yes,http://horizont.bg/bg/page/veranda,088 475 4075,4.5,665,mediterranean_restaurant,https://maps.google.com/?cid=9348597340017399028&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Морска Градина, Complex Horizont, Sea Garden, Приморски, 9000 Варна",OPERATIONAL
Time restaurant For wine (DiWine),Hospitality,restaurant,80,A,Hot,45,100,100,100,76,100,yes,https://timeforwine.bg/,087 788 5062,4.4,624,restaurant,https://maps.google.com/?cid=16158727914461888454&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Братя Шкорпил“ №2, 9000 Варна",OPERATIONAL
Ресторант - пицария Модена,Hospitality,restaurant,80,A,Hot,45,100,100,100,72,100,yes,http://modena.bg/,088 998 4242,4.3,601,restaurant,https://maps.google.com/?cid=15315272125601957891&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Аспарухово, бул. „Народни будители“ 2, 9003 Варна",OPERATIONAL
Табла 1 Чайка/Tabla 1 Chaika,Hospitality,restaurant,80,A,Hot,45,100,100,100,76,100,yes,http://www.oro.bg/,0700 80 070,4.4,590,fast_food_restaurant,https://maps.google.com/?cid=13529905572221619280&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърПриморски, ул. „Никола Й. Вапцаров“ 5, 9010 Варна",OPERATIONAL
Grand Hotel London,Hospitality,lodging,80,A,Hot,45,100,100,100,76,100,yes,https://londonhotel.bg/,089 866 4100,4.4,578,hotel,https://maps.google.com/?cid=12276591153373683118&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Гръцки кварталОдесос, ул. „Мусала“ 3, 9000 Варна",OPERATIONAL
Тиганъ 1,Hospitality,restaurant,80,A,Hot,45,100,100,100,80,100,yes,http://tigan.bg/,088 480 3183,4.5,489,restaurant,https://maps.google.com/?cid=11676555857294390588&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Драгоман“ 25, 9000 Варна",OPERATIONAL
хотел Екзотика,Hospitality,lodging,80,A,Hot,45,100,100,100,76,100,yes,https://www.booking.com/hotel/bg/exotica.bg.html?label=gen173nr-1BCAsoF0IHZXhvdGljYUgzWARoF4gBAZgBA7gBGMgBDNgBAegBAYgCAagCBLgC7eG-vAbAAgHSAiQ4ZThjMGE5ZC03YzdhLTRjMGEtODdhNS0yY2E1ZGYyMzE2ODDYAgXgAgE&sid=c822a952672e67541fee7f0fbc0ed76f&dist=0&keep_landing=1&sb_price_type=total&type=total&#map_closed,052 389 000,4.4,420,hotel,https://maps.google.com/?cid=6984855089737643221&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Комплекс Чайка, Златни пясъциПриморски, ул. „Боян Бъчваров“ 127, 9007 Варна",OPERATIONAL
Reverence Boutique Hotel,Hospitality,lodging,80,A,Hot,45,100,100,100,80,100,yes,https://www.reverence.bg/,052 631 831,4.5,385,hotel,https://maps.google.com/?cid=1868932676062775624&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, бул. „8-ми Приморски полк“ 58, 9002 Варна",OPERATIONAL
Red Canape,Hospitality,restaurant,80,A,Hot,45,100,100,100,80,100,yes,http://www.redcanape.com/,088 200 5005,4.5,373,restaurant,https://maps.google.com/?cid=6500904356611619749&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, бул. „Княз Борис I-ви“ 65, 9000 Варна",OPERATIONAL
Ла Вита,Hospitality,restaurant,80,A,Hot,45,100,100,100,80,100,yes,https://www.facebook.com/LaVitaVarna/,088 775 1177,4.5,370,pizza_restaurant,https://maps.google.com/?cid=7642135249995942193&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърПриморски, ул. „Балчик“ 7, 9002 Варна",OPERATIONAL
АкваВю Хотел,Hospitality,lodging,80,A,Hot,45,100,100,100,72,100,yes,https://aquaviewhotel.com/,087 872 2433,4.3,349,hotel,https://maps.google.com/?cid=7390557093892333530&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Chaika Region, ЧайкаПриморски, 9000 Варна",OPERATIONAL
Хюго Хотел Варна,Hospitality,lodging,80,A,Hot,45,100,100,100,76,100,yes,http://www.myhugohotel.com/,052 609 809,4.4,341,hotel,https://maps.google.com/?cid=12229982771440569977&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Гръцки кварталОдесос, ул. „Цар Самуил“ 5, 9000 Варна",OPERATIONAL
Ресторант Каприз,Hospitality,restaurant,80,A,Hot,45,100,100,100,76,100,yes,https://www.facebook.com/restorantcapriz/,089 679 3314,4.4,335,restaurant,https://maps.google.com/?cid=13292687909601806117&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ВладиславовоМладост, бул. „Република“ 117, 9020 Варна",OPERATIONAL
хотел Капитол,Hospitality,lodging,80,A,Hot,45,100,100,100,72,100,yes,http://www.capitol.bg/,088 668 8000,4.3,330,hotel,https://maps.google.com/?cid=6605541193656942006&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Петко Каравелов“ 40, 9000 Варна",OPERATIONAL
Хотел „Дукеса“,Hospitality,lodging,80,A,Hot,45,100,100,100,76,100,yes,http://myduchesshotel.com/,052 716 644,4.4,313,lodging,https://maps.google.com/?cid=7378178057325088706&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"СалтанатПриморски, 64 п. кутия 270, 9010 Варна",OPERATIONAL
Хотел Роял,Hospitality,lodging,80,A,Hot,45,100,100,100,80,100,yes,https://hotelroyalvarna.bg/,089 546 4567,4.5,313,hotel,https://maps.google.com/?cid=7167577577229403516&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Хан Омуртаг“ 11, 9000 Варна",OPERATIONAL
Албиция Бийч Хотел,Hospitality,lodging,80,A,Hot,45,100,100,100,80,100,yes,http://www.hotelalbicia.com/,052 911 824,4.5,292,hotel,https://maps.google.com/?cid=911097560533758706&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Аспарухово, Priboi 151, 9004 Варна",OPERATIONAL
Хотел „Класик“,Hospitality,lodging,80,A,Hot,45,100,100,100,76,100,yes,http://www.hotel-classic-varna.com/,088 989 9001,4.4,289,hotel,https://maps.google.com/?cid=2820991036716423151&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"м-ст, СалтанатПриморски, бул. „Княз Борис I-ви“ № 122, № 58, 9005 Варна",OPERATIONAL
MORE marina restaurant,Hospitality,restaurant,80,A,Hot,45,100,100,100,80,100,yes,https://www.facebook.com/profile.php?id=61575614873821,088 290 9090,4.5,288,restaurant,https://maps.google.com/?cid=9406547455337019629&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Fishing marina Asparuhovo, Аспарухово, South Bay Street, 9003 Варна",OPERATIONAL
Poseidon Beach Resor,Hospitality,lodging,80,A,Hot,45,99,100,100,80,100,yes,https://poseidonbeachresort.com/,088 242 0440,4.5,255,resort_hotel,https://maps.google.com/?cid=3175542502981860860&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"кк, Златни пясъциПриморски, 9007 Варна",OPERATIONAL
Хотел Ресторант Джамбо,Hospitality,lodging,80,A,Hot,45,98,100,100,84,100,yes,https://www.facebook.com/HotelJambo/,088 971 9541,4.6,233,restaurant,https://maps.google.com/?cid=3980462446190951225&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Златни пясъциПриморски, ул. ""Проф. Петър Ников 13, Kabakum, 9000 Варна",OPERATIONAL
ЗЪБОЛЕКАР Д-Р АРГИРОВА | Зъболекар Варна | Спешен Зъболекар Варна | Стоматолог Варна,Health,dental,80,A,Hot,45,97,100,100,84,100,yes,https://dentalargirova.com/,087 642 2122,4.6,219,dentist,https://maps.google.com/?cid=17931666523604370375&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Капитан Петко Войвода“ 17, 9000 Варна",OPERATIONAL
"""Мечтатели"" - заведение с детски кът",Hospitality,restaurant,80,A,Hot,45,97,100,100,84,100,yes,https://www.facebook.com/profile.php?id=61555235371851,089 619 7171,4.6,217,restaurant,https://maps.google.com/?cid=15124423335029629478&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Аспарухово, ул. „Янтра“ 5-7, 9000 Варна",OPERATIONAL
"Хотел ""ХАЙ""",Hospitality,lodging,80,A,Hot,45,96,100,100,80,100,yes,http://hotel-hi.com/,088 265 7777,4.5,202,hotel,https://maps.google.com/?cid=10646346480485702187&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Гръцки кварталОдесос, ул. „Хан Аспарух“ 11, 9000 Варна",OPERATIONAL
Зъболекарски кабинет Дентапрайм Сити - Възраждане,Health,dental,80,A,Hot,45,96,100,100,88,100,yes,https://dentaprime-city.com/,052 953 400,4.7,200,dentist,https://maps.google.com/?cid=4321559819823048801&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Виста Парк, партер, ж.к. Възраждане IМладост, бул. „Република“ 131, 9020 Варна",OPERATIONAL
Цветното бистро,Hospitality,restaurant,80,A,Hot,45,96,100,100,84,100,yes,https://order.bg/cvetnoto/menu,088 820 9923,4.6,197,bistro,https://maps.google.com/?cid=14778309484377873354&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, бул. „Владислав Варненчик“ 15, 9000 Варна",OPERATIONAL
Happy Beach,Hospitality,restaurant,80,A,Hot,45,95,100,100,88,100,yes,https://www.facebook.com/profile.php?id=100057402672289,087 891 9318,4.7,193,guest_house,https://maps.google.com/?cid=1374773119323947766&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Аспарухово, Priboi 151, 9021 Варна",OPERATIONAL
д-р Биляна Бонева Стоматолог,Health,dental,80,A,Hot,45,95,100,100,84,100,yes,http://drbonevadentist.com/,087 788 6816,4.6,187,dentist,https://maps.google.com/?cid=14622195470791328010&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, yл. „Неофит Бозвели“ 46, 9000 Варна",OPERATIONAL
"Ресторант ""Holiday""",Hospitality,restaurant,80,A,Hot,45,95,100,100,84,100,yes,https://www.facebook.com/Restaurant-Holiday-1047532205396290/,088 841 6646,4.6,187,restaurant,https://maps.google.com/?cid=7517484961524955849&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Unnamed Road,9007 Чайка, ЧайкаПриморски, 9007 Варна",OPERATIONAL
"Ресторант ""Жарден Блан""",Hospitality,restaurant,80,A,Hot,45,94,100,100,92,100,yes,https://jardinblancbg.com/,088 229 7741,4.8,178,french_restaurant,https://maps.google.com/?cid=7199036517486641176&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ТракатаПриморски, ул. „Арх. Манол Йорданов“ 11, 9000 Варна",OPERATIONAL
МАТЕКС ИМОТИ,Real Estate,real_estate,80,A,Hot,45,93,100,100,88,100,yes,http://matex.bg/,052 613 300,4.7,163,real_estate_agency,https://maps.google.com/?cid=16411729806457717063&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Габрово“ 14, 9000 Варна",OPERATIONAL
Continental Rest & Bar,Hospitality,restaurant,80,A,Hot,45,93,100,100,92,100,yes,https://www.facebook.com/continentalrestandbar/,087 779 7855,4.8,162,restaurant,https://maps.google.com/?cid=4264348898663966979&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Район Одесос Южна Промишлена Зона 1, зад бизнес сграда Булпорт, Пристанищен комплексОдесос, 9000 Варна",OPERATIONAL
"Къщички Синьо лято, Черноморец - Варна/ Blue Summer Houses",Hospitality,restaurant,80,A,Hot,45,92,100,100,96,100,yes,https://bluesummer.bg/,089 235 1480,4.9,155,hotel,https://maps.google.com/?cid=16717069864802175527&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4W8G+QW, Аспарухово, Unnamed Road, 9021 Варна",OPERATIONAL
Tamashi Sushi Varna- Тамаши суши Варна,Hospitality,restaurant,80,A,Hot,45,92,100,100,92,100,yes,https://tamashisushi.bg/,088 469 4321,4.8,152,meal_takeaway,https://maps.google.com/?cid=13709669305091904538&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Цветен кварталПриморски, ул. „Роза“ 18, 9010 Варна",OPERATIONAL
"Дентален център клиника ""Свети Георги""",Health,dental,80,A,Hot,45,92,100,100,96,100,yes,http://денталенцентърсветигеорги.com/,089 669 7707,4.9,149,dentist,https://maps.google.com/?cid=13506362628839392121&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ж.к. Възраждане IМладост, ж.к. Възраждане I 21, 9000 Варна",OPERATIONAL
Дентална клиника Естетика,Health,dental,80,A,Hot,45,91,100,100,92,100,yes,http://esteticabg.com/,088 992 9441,4.8,141,dental_clinic,https://maps.google.com/?cid=14050239203404243870&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Опълченска“ 10, 9002 Варна",OPERATIONAL
Адрес Наеми и Бизнес имоти Варна,Real Estate,real_estate,80,A,Hot,45,91,100,100,100,100,yes,https://address.bg/,088 731 4081,5,139,real_estate_agency,https://maps.google.com/?cid=1108037451794457343&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесосОдесос, бул. „Княгиня Мария Луиза“ 17, 9000 Варна",OPERATIONAL
